Edge name,partner1,partner2,Edge Type,Spearman corr pval (metatreatment1),Spearman corr pval (metatreatment2),Spearman corr pval (metatreatment3),Spearman corr pval (metatreatment4),Spearman corr pval (metatreatment5),Spearman corr pval (metatreatment6),Combined corr Pvalue,rho Coefficient (metatreatment1),rho Coefficient (metatreatment2),rho Coefficient (metatreatment3),rho Coefficient (metatreatment4),rho Coefficient (metatreatment5),rho Coefficient (metatreatment6),Mean rho Coefficient,Combined corr FDR,partner1 name,partner1_MedianValue (experiment1),partner1_MedianValue (experiment2),partner1_MeanValue (experiment1),partner1_MeanValue (experiment2),partner1_MedianLog2FoldChange (experiment1),partner1_MedianLog2FoldChange (experiment2),partner1_MeanLog2FoldChange (experiment1),partner1_MeanLog2FoldChange (experiment2),partner2 name,partner2_MedianValue (experiment1),partner2_MedianValue (experiment2),partner2_MeanValue (experiment1),partner2_MeanValue (experiment2),partner2_MedianLog2FoldChange (experiment1),partner2_MedianLog2FoldChange (experiment2),partner2_MeanLog2FoldChange (experiment1),partner2_MeanLog2FoldChange (experiment2),Correlations Consistent,combined Coefficient correlation Direction,partner1_FC_direction,partner2_FC_direction,IfFoldChangeDirectionMatch,PUC,"Final Network Value (0: No edge, 1: Positive edge, -1: Negative edge)"
OTU_180362<==>OTU_272092,OTU_180362,OTU_272092,microbe<==>microbe,0.034815928740417876,0.32172333582430024,0.0,0.2532144135706928,0.21889398131323168,3.971862410081713e-24,0.0,-0.3578264206766791,0.5642880936468347,1.0,0.19840877555287664,0.6668859288553501,0.9999999999999998,0.5119593962297304,0.0,OTU_180362,0.0,1.9403818720000001,1.3581529888000003,3.4778072106200004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_272092,8.568399598,6.586518164999999,14.13593111322,8.69336654584,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_180362<==>OTU_272889,OTU_180362,OTU_272889,microbe<==>microbe,0.5515554036883428,0.21889398131323168,0.0,0.7900745950919789,0.1881204043741873,3.971862410081713e-24,0.0,-0.10415445899901891,-0.6668859288553501,1.0,0.046668713196480006,0.6999999999999998,0.9999999999999998,0.3292713875570184,0.0,OTU_180362,0.0,1.9403818720000001,1.3581529888000003,3.4778072106200004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_272889,3.4162112325000002,2.6424382855,4.207347921160001,3.01581512572,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_180362<==>OTU_4448052,OTU_180362,OTU_4448052,microbe<==>microbe,0.45487724589041945,0.3622454811898452,0.0,0.22021798598472703,0.10408803866182796,3.971862410081713e-24,0.0,-0.13051641222847793,0.5263157894736842,1.0,0.21256480227180177,0.7999999999999998,0.9999999999999998,0.568060696586168,0.0,OTU_180362,0.0,1.9403818720000001,1.3581529888000003,3.4778072106200004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_4448052,7.046631423,3.026302209,26.433488155080003,6.886800295800003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_180362<==>OTU_4468805,OTU_180362,OTU_4468805,microbe<==>microbe,0.6748484167445223,0.32172333582430024,0.00481823046819857,0.022516227160821942,0.39100221895577075,0.03738607346849874,0.0012568378772348148,-0.07348163922731799,0.5642880936468347,0.9746794344808963,0.38464905880636224,0.4999999999999999,0.8999999999999998,0.5416891579511292,0.0033315921565361005,OTU_180362,0.0,1.9403818720000001,1.3581529888000003,3.4778072106200004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_4468805,6.059109138,2.5945564369999996,21.393346648979996,5.78409951064,-0.83091783394874,-1.047859338496742,-1.4068867563234557,-0.6155914549393922,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_191067,OTU_182712,OTU_191067,microbe<==>microbe,0.17924470553562402,3.971862410081713e-24,0.17179530490798894,0.01613015917326088,0.43376615616902786,0.39100221895577075,0.03132327561919401,-0.23233957629617566,0.9999999999999998,-0.7181848464596078,-0.4038557106773759,-0.46169025843831935,0.4999999999999999,-0.0526783986452465,0.06739746647351683,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_191067,124.1110535,66.456186105,269.94381857084005,114.69069794258002,3.9413606754400186,2.778982269724665,3.257122406083596,2.0783127598288362,False,-1.0,-1.0,1.0,-1.0,1,-1.0
OTU_182712<==>OTU_259506,OTU_182712,OTU_259506,microbe<==>microbe,0.14304538517405446,0.39100221895577075,0.0,0.3357868724532067,0.1881204043741873,3.971862410081713e-24,0.0,-0.2526923208370539,-0.4999999999999999,1.0,0.16762882751402555,0.6999999999999998,0.9999999999999998,0.3524894177794953,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_261142,OTU_182712,OTU_261142,microbe<==>microbe,0.34957078573363853,0.39100221895577075,0.0,0.0013724795271751599,0.504631575468691,3.971862410081713e-24,0.0,0.1629733584452774,0.4999999999999999,1.0,0.5198091846877976,0.3999999999999999,0.9999999999999998,0.5971304238555124,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_261142,5.446128784,2.634110496,6.540227916660001,3.21721441824,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_268492,OTU_182712,OTU_268492,microbe<==>microbe,0.4429307996105062,0.623837664781073,0.0,0.09649176561942446,0.504631575468691,3.971862410081713e-24,0.0,-0.13396863091214406,-0.29999999999999993,1.0,0.28543404259733884,0.3999999999999999,0.9999999999999998,0.3752442352808658,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_268492,5.249284597,3.934756285,6.559242448260001,5.298592600839999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_272092,OTU_182712,OTU_272092,microbe<==>microbe,0.7588320609484772,0.504631575468691,0.0,0.0036855581535804073,0.05385421772754211,3.971862410081713e-24,0.0,-0.05381166764671895,-0.3999999999999999,1.0,0.47795926979188247,0.8720815992723809,0.9999999999999998,0.4827048669029241,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_272092,8.568399598,6.586518164999999,14.13593111322,8.69336654584,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_273737,OTU_182712,OTU_273737,microbe<==>microbe,0.06297315628080159,0.7470600781046621,0.0,0.5030613075548948,0.03738607346849874,3.971862410081713e-24,0.0,0.3176338784760173,0.19999999999999996,1.0,0.11705779363223102,0.8999999999999998,0.9999999999999998,0.5891152786847079,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_273737,10.788510865,7.4660446789999995,11.05199267794,7.36448735704,-0.40885704733809847,-1.4713321802495023,-0.4756829033624845,-1.4259963615856557,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_320249,OTU_182712,OTU_320249,microbe<==>microbe,0.6491202569595755,0.1881204043741873,0.0,0.0491870584948506,0.28475697986529386,3.971862410081713e-24,0.0,0.07967765245300641,0.6999999999999998,1.0,-0.3349677780891006,-0.5999999999999999,0.9999999999999998,0.3074516457273176,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_320249,5.226943867999999,6.4699183765,5.678868275420001,6.391769246059999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_331013,OTU_182712,OTU_331013,microbe<==>microbe,0.4214256483260449,0.623837664781073,0.0,0.21182691071527068,0.7470600781046621,3.971862410081713e-24,0.0,0.14031399486076493,0.29999999999999993,1.0,0.21639229475162275,0.19999999999999996,0.9999999999999998,0.4761177149353979,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_331013,10.04233967,11.46265556,11.29345336002,11.752879847860005,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_346804,OTU_182712,OTU_346804,microbe<==>microbe,0.503880423020669,0.28475697986529386,0.0,0.08028727593011911,0.1881204043741873,3.971862410081713e-24,0.0,0.11683487983661095,-0.5999999999999999,1.0,0.2996847643080098,-0.6999999999999998,0.9999999999999998,0.18608660735743685,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_346804,4.245999263,3.3010460495,4.4044536923,3.2146805781800003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182712<==>OTU_4345268,OTU_182712,OTU_4345268,microbe<==>microbe,0.6318893691692502,0.39100221895577075,0.0,0.23443215203115284,0.1881204043741873,3.971862410081713e-24,0.0,0.08388084357358104,0.4999999999999999,1.0,-0.20630240738190508,-0.6999999999999998,0.9999999999999998,0.27959640603194597,0.0,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_4345268,3.663797875,2.0069636795,3.6004347562000003,2.4124621407,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_187233,OTU_182764,OTU_187233,microbe<==>microbe,2.803252355866087e-17,3.971862410081713e-24,0.03738607346849874,5.79142781081364e-17,0.08858700531354387,0.03738607346849874,3.501733477614127e-52,0.9425689965002774,0.9999999999999998,0.8999999999999998,0.9399145771941866,0.8207826816681233,0.8999999999999998,0.9172110425604311,1.10816396360804e-51,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_187233,10.943990320000001,8.4046302225,69.4176076164,29.182293001079998,-0.2650193129059501,-2.4355893678618825,-0.7347471816164011,-2.510883171618759,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_187962,OTU_182764,OTU_187962,microbe<==>microbe,3.0733647525232565e-11,0.03738607346849874,3.971862410081713e-24,9.188693725552456e-14,0.39100221895577053,0.1881204043741873,5.174675030822756e-42,0.8614787194841893,0.8999999999999998,0.9999999999999998,0.9045481493228039,0.5,0.6999999999999998,0.8110044781344988,1.6300622570294654e-41,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_187962,5.174773742999999,3.6972549304999998,32.099009720279994,14.749567742420002,-2.061889923863942,-4.212073916745963,-0.8626199311458889,-3.0914029345988876,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_1902400,OTU_182764,OTU_1902400,microbe<==>microbe,0.6380261972463357,0.040519326353834,0.21889398131323168,0.03652866077497487,0.32172333582430024,0.1881204043741873,0.026455820874316877,0.0823786777045183,0.8944271909999159,0.6668859288553501,0.3547392593820568,-0.5642880936468347,0.6999999999999998,0.355690493882501,0.057954870647997675,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_1902400,0.078180634,3.3010460495,2.4582925948599996,3.26475248958,-0.46992405199094206,-1.4656424379909239,-1.9877219117815024,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_1995182,OTU_182764,OTU_1995182,microbe<==>microbe,2.7747198919704555e-19,3.971862410081713e-24,0.05385421772754211,4.0703459642113814e-16,0.1333391195318063,0.03738607346849874,5.650002465281369e-53,0.9568627450980393,0.9999999999999998,0.8720815992723809,0.9321369946134046,0.7631578947368421,0.8999999999999998,0.9040398722867778,1.7907634932332476e-52,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_1995182,25.362316030000002,7.270355278,137.0664294198,25.565012141279993,-0.11780780248403427,-2.6923254705357462,-0.5169352174633168,-2.474153870925666,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_259506,OTU_182764,OTU_259506,microbe<==>microbe,0.22482477648650145,0.03738607346849874,0.21889398131323168,0.02618210622132138,0.5528147466433507,0.1881204043741873,0.03396818476169951,0.21050580350936574,-0.8999999999999998,0.6668859288553501,0.37559988620293344,-0.3590924232298039,0.6999999999999998,0.11564986588964092,0.07293586227016272,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_259993,OTU_182764,OTU_259993,microbe<==>microbe,2.70482271294656e-18,3.971862410081713e-24,0.03738607346849874,1.1476939153619e-22,0.2689977701158222,0.28475697986529386,2.3656982190342888e-57,0.9503328078574681,0.9999999999999998,0.8999999999999998,0.9732953057624596,0.6155870112510924,0.5999999999999999,0.8398691874785033,7.509631537891254e-57,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_259993,16.086194965,7.034466724,101.13508243128001,25.17013124834,-0.6617748073454084,-2.2329495743291887,-0.6505054173265381,-2.1284800315726775,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_324888,OTU_182764,OTU_324888,microbe<==>microbe,1.1663260404634145e-07,0.28475697986529386,0.03738607346849874,3.2085718449232115e-07,0.028008456010146083,0.1881204043741873,2.2203225930667206e-12,0.7602863274491519,0.5999999999999999,0.8999999999999998,0.742910468914169,0.9176629354822472,0.6999999999999998,0.770143288640928,6.34333829713645e-12,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_324888,3.5864140015,1.7214131755,19.70249069972,8.117710996899998,-1.6655895354255674,-3.663124799678708,-1.1326325638896526,-3.5643188724829615,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_344703,OTU_182764,OTU_344703,microbe<==>microbe,1.3925273866806895e-08,0.05385421772754211,0.39100221895577075,4.309598222391396e-05,0.5484857653455565,0.28475697986529386,8.539663712741792e-10,0.7925769223042292,0.8720815992723809,0.4999999999999999,0.6341305871759485,0.36273812505500586,0.5999999999999999,0.6269212056345941,2.3997388329385064e-09,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_344703,1.6346187085000001,0.0,22.201245289240006,9.0621260528,-2.409244901721283,-5.0257987511573825,-0.9433700550994633,-3.9461644607906767,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_539647,OTU_182764,OTU_539647,microbe<==>microbe,5.452655090407178e-08,0.03738607346849874,0.32172333582430024,3.7227955702734608e-06,0.00481823046819857,3.971862410081713e-24,2.8403740598280154e-33,0.7724541629988081,0.8999999999999998,0.5642880936468347,0.6943104933597083,0.9746794344808963,0.9999999999999998,0.8176220307477079,8.906477806503396e-33,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_539647,5.171715122,1.9463486075,18.357911160140006,9.018520662519997,-2.4275537333631756,-4.855282679737,-2.089490879705594,-4.176614574625224,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_182764<==>OTU_549756,OTU_182764,OTU_549756,microbe<==>microbe,2.978868999616051e-06,0.1881204043741873,3.971862410081713e-24,2.5654097125154803e-08,0.028008456010146083,0.03738607346849874,3.5871727061787205e-33,0.6991598924485865,0.6999999999999998,0.9999999999999998,0.7838295580749298,0.9176629354822472,0.8999999999999998,0.8334420643342937,1.1231071927868538e-32,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_549756,3.290666245,0.004936729,17.81535277006,8.373202250379999,-1.7226681011687912,-6.607103204853517,-0.6959764882710424,-4.796194353547807,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_185222,OTU_185177,OTU_185222,microbe<==>microbe,0.1041250441960785,0.7470600781046621,0.0,0.15212115297030665,0.623837664781073,3.971862410081713e-24,0.0,-0.2793499689368475,0.19999999999999996,1.0,0.2472681447633158,-0.29999999999999993,0.9999999999999998,0.311319695971078,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_185222,4.664286059,2.5536268294999998,5.481276726119998,2.82962965198,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_191811,OTU_185177,OTU_191811,microbe<==>microbe,1.97148205537864e-09,0.7470600781046621,0.0,2.0961286428583616e-07,0.17179530490798894,3.971862410081713e-24,0.0,0.8180105652328197,-0.19999999999999996,1.0,0.7503925420047198,0.7181848464596078,0.9999999999999998,0.6810979922828578,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_191811,3.8689282845,2.5945564369999996,4.73845486512,2.6760592050999996,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_194151,OTU_185177,OTU_194151,microbe<==>microbe,0.7926432008915092,0.1881204043741873,0.21889398131323168,0.0005308730831525936,0.5528147466433507,0.00481823046819857,0.011239925943757018,-0.04608488629047276,0.6999999999999998,-0.6668859288553501,-0.5555789044937404,-0.3590924232298039,0.9746794344808963,0.007839548601921506,0.02682195784954546,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_194151,14.18891131,8.263904547,143.29186093524,45.140804794699996,0.7327873773719866,1.3469004262356306,0.8880883492191661,1.6823243806002777,False,-1.0,-1.0,1.0,-1.0,1,-1.0
OTU_185177<==>OTU_196191,OTU_185177,OTU_196191,microbe<==>microbe,0.1183458713140351,0.28475697986529386,0.0,0.016745782908438842,0.10408803866182796,3.971862410081713e-24,0.0,0.2688616627271828,-0.5999999999999999,1.0,0.4017513223570335,0.7999999999999998,0.9999999999999998,0.4784354975140361,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_196191,3.919567839,2.1389852065,4.4934520639799995,2.4766245740400006,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_197099,OTU_185177,OTU_197099,microbe<==>microbe,0.026423410960538588,0.21889398131323168,0.0,0.0016569897481251907,0.39100221895577075,3.971862410081713e-24,0.0,0.37504178687426304,-0.6668859288553501,1.0,0.5122236477991441,0.4999999999999999,0.9999999999999998,0.4533965843030095,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_197099,3.799531591,1.9327392935,4.163361116740001,2.02996424024,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_259506,OTU_185177,OTU_259506,microbe<==>microbe,0.0002265558686080454,0.623837664781073,0.0,0.00033881457934399606,0.7470600781046621,3.971862410081713e-24,0.0,0.5845508518292808,-0.29999999999999993,1.0,0.5711917838580295,0.19999999999999996,0.9999999999999998,0.5092904392812184,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_261142,OTU_185177,OTU_261142,microbe<==>microbe,0.0005174514299037068,0.7470600781046621,0.0,0.00018913010015700438,0.28475697986529386,3.971862410081713e-24,0.0,0.5564902444766954,-0.19999999999999996,1.0,0.5903609535492497,0.5999999999999999,0.9999999999999998,0.5911418663376575,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_261142,5.446128784,2.634110496,6.540227916660001,3.21721441824,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_268063,OTU_185177,OTU_268063,microbe<==>microbe,0.001997741753576406,0.10408803866182796,0.0,4.264151704907542e-08,0.1881204043741873,3.971862410081713e-24,0.0,0.5045171242850621,-0.7999999999999998,1.0,0.7762365444198692,0.6999999999999998,0.9999999999999998,0.5301256114508218,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_268063,9.492229754,4.7571697545,11.953729161220002,6.09553655024,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_273737,OTU_185177,OTU_273737,microbe<==>microbe,0.5394854160708553,0.03738607346849874,0.0,0.4043286643931615,0.39100221895577075,3.971862410081713e-24,0.0,-0.10731297703391433,-0.8999999999999998,1.0,0.145488933901815,0.4999999999999999,0.9999999999999998,0.2730293261446501,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_273737,10.788510865,7.4660446789999995,11.05199267794,7.36448735704,-0.40885704733809847,-1.4713321802495023,-0.4756829033624845,-1.4259963615856557,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_346804,OTU_185177,OTU_346804,microbe<==>microbe,0.7969341031581938,0.623837664781073,0.0,0.7136263789842026,0.623837664781073,3.971862410081713e-24,0.0,-0.045110677029922205,-0.29999999999999993,1.0,0.0643037271650776,0.29999999999999993,0.9999999999999998,0.33653217502252586,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_346804,4.245999263,3.3010460495,4.4044536923,3.2146805781800003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_349246,OTU_185177,OTU_349246,microbe<==>microbe,0.010773272799460264,0.623837664781073,0.0,0.1062029680787856,0.28475697986529386,3.971862410081713e-24,0.0,0.42575443805640784,0.29999999999999993,1.0,0.27775260484801023,0.5999999999999999,0.9999999999999998,0.6005845071507364,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_349246,4.589839102,1.9950060244999999,4.772707773960001,2.1505618720399995,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_4448052,OTU_185177,OTU_4448052,microbe<==>microbe,0.6519501134523379,0.32172333582430024,0.0,0.0002970866258713455,0.28475697986529386,3.971862410081713e-24,0.0,0.07899159663865547,-0.5642880936468347,1.0,-0.5756179693671792,0.5999999999999999,0.9999999999999998,0.25651425560410684,0.0,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_4448052,7.046631423,3.026302209,26.433488155080003,6.886800295800003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_539647,OTU_185177,OTU_539647,microbe<==>microbe,0.5291372494612959,0.623837664781073,0.04034313006075297,0.0036362582262484617,0.39100221895577075,0.1881204043741873,0.009989289940981813,0.1100478772816517,0.29999999999999993,0.8947368421052632,0.47856640249022325,-0.4999999999999999,0.6999999999999998,0.3305585203128563,0.024060376790106842,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_539647,5.171715122,1.9463486075,18.357911160140006,9.018520662519997,-2.4275537333631756,-4.855282679737,-2.089490879705594,-4.176614574625224,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_631764,OTU_185177,OTU_631764,microbe<==>microbe,0.0617264621683948,0.7470600781046621,0.21889398131323168,0.6792768392351629,0.1881204043741873,0.10408803866182796,0.03606699389334294,-0.31906996366501156,0.19999999999999996,-0.6668859288553501,0.07242417892669283,-0.6999999999999998,-0.7999999999999998,-0.3689219522656115,0.07696038012303572,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_631764,25.362316030000002,10.253442755,88.44837787946,26.480515251239993,1.422900867766205,0.14988018586442783,1.1974788742531315,0.5493117275049151,False,-1.0,-1.0,1.0,-1.0,1,-1.0
