Network,Node,Degree,BiBC
871,OTU_288680,20,35.71302648122885
491,fasting leptin,21,40.76702559670989
2068,fed glucose,11,34.76711444580607
1730,OTU_631764,17,24.034544777996114
1016,OTU_261016,14,40.51771969712082
2476,OTU_191616,17,26.683695476599688
628,OTU_180362,17,34.240785770825994
2226,fasting leptin,16,32.22675370653312
258,HOMA-IR,16,36.02764215918244
2294,OTU_349246,15,54.80103785103801
1024,OTU_166911,19,53.98429181070057
61,OTU_270200,16,36.69219432599232
1846,OTU_193672,18,36.526569631205916
304,OTU_346804,17,30.05382733268716
1283,OTU_203713,17,29.229514197532787
2301,OTU_331013,15,28.729642988590385
1135,OTU_261132,15,35.854208625911426
1086,OTU_288680,16,34.15341576275691
23,OTU_320249,15,24.1586895350279
1434,Body weight,14,22.697352906400216
1022,OTU_268492,17,38.78384476172714
869,OTU_261590,17,34.98042885172048
3221,OTU_198194,17,40.58909852402504
2126,OTU_259506,22,46.17849451311208
31,OTU_187962,20,48.08753764417724
722,OTU_288680,17,29.269145397661077
234,OTU_549756,18,29.83849961871634
1310,OTU_185177,16,36.68851970526895
1666,OTU_272758,15,31.273041191694453
2033,OTU_176154,16,23.984984172884296
2389,OTU_206324,18,31.508025184882772
195,OTU_182764,14,29.269417565005803
1583,OTU_185177,18,26.66009542423594
1812,OTU_4468805,15,34.96139862889089
1109,OTU_229452,17,27.13086634407547
1517,OTU_188225,18,33.01374227883344
216,OTU_264846,12,31.468436525447878
1419,OTU_4345268,15,35.84048122618507
194,OTU_346804,16,25.917250274167095
1025,OTU_272758,15,30.721390401886488
630,OTU_460611,14,27.492109323811107
2302,OTU_324013,16,26.684196380526615
305,OTU_346804,14,25.26748836818496
2018,OTU_182712,17,32.08820565256328
1414,OTU_185177,17,38.824717538223766
590,OTU_324013,23,37.19496975706428
34,OTU_185222,14,27.853554224226592
75,OTU_265011,18,33.18877764024002
2139,OTU_194151,16,36.75296599951774
488,fasting insulin,14,27.611675250722563
1098,OTU_193672,17,36.507186177542216
1821,OTU_309916,18,39.320002800870256
2080,HOMA-IR,14,35.284108946608946
2427,OTU_273737,19,31.99374944227886
2148,OTU_261132,12,37.75166476798058
2326,fasting leptin,16,42.56338086291649
1035,OTU_268063,15,38.28241073325205
1896,OTU_320249,16,62.91784233101376
1751,fasting insulin,14,32.07567436570817
1937,OTU_187233,20,40.76637174729949
1094,OTU_270200,15,30.726302197974032
151,OTU_1902400,16,31.860263283141528
272,OTU_349246,18,34.54496550352565
1053,fasting insulin,21,42.53454414933417
1779,OTU_270200,16,25.42909434595275
2449,OTU_265011,16,37.904864040962536
2314,fasting glucose from GTT,17,25.272095818697984
1745,Body weight,15,30.156288499568227
2084,OTU_206324,18,43.80463371767561
387,OTU_259993,17,31.4887325436861
714,OTU_320249,18,27.07893471624123
1655,120min glucose,16,28.614702160088612
2523,fasting insulin,15,35.64834214763716
681,OTU_174320,19,40.46787561344184
1492,OTU_445144,16,36.99376589015004
1900,OTU_264846,18,31.364418743961757
332,OTU_272889,18,35.458518781551845
2554,OTU_349246,16,26.079019593711866
634,OTU_631764,16,29.521956508403868
899,OTU_324888,15,27.136730336788332
1277,OTU_134762,17,27.9026615137902
1061,OTU_4468805,16,29.178543074161606
2311,OTU_344703,17,42.73226888335918
1491,OTU_272889,15,33.05049292755261
1771,OTU_170950,13,26.563556777759587
1237,OTU_4448052,16,28.53563085782765
2840,OTU_134762,15,25.238333594485187
2164,OTU_631764,13,30.290362609974945
444,OTU_196191,16,35.436562738810174
2252,OTU_198209,18,35.663006392715154
2076,OTU_1129461,18,29.54208314802187
3360,120min glucose,24,48.65928557208524
1711,OTU_460611,18,26.65646460952188
1847,OTU_272889,16,36.215955836389305
1831,OTU_272092,17,41.56601485612999
2545,OTU_262104,17,27.360388012151372
1236,OTU_266946,15,27.26395393392297
577,OTU_198194,15,33.85888739665632
3340,OTU_4448052,14,25.40254151637986
1426,OTU_265011,18,40.983558856247534
791,OTU_460611,23,44.65537548041664
152,OTU_198209,15,44.475911261940766
298,OTU_179703,17,42.62506577103967
957,OTU_1995182,17,29.92812521384075
598,OTU_273737,14,46.51514062257774
1378,OTU_445144,18,35.976564027049974
761,OTU_331013,14,31.342594607012764
2377,OTU_1129461,15,29.85519326734498
1548,OTU_129394,20,30.245205927829772
1075,OTU_539647,18,47.19143467819043
811,OTU_194151,12,30.327977088795084
2370,OTU_198209,15,29.828261092192975
731,OTU_4468805,18,39.58450632442895
1776,OTU_270200,16,38.53532372210169
344,OTU_539647,20,41.841634480145736
1116,OTU_229452,15,29.03997383271756
1425,OTU_134762,19,34.93648802178214
1040,OTU_187962,15,34.293526071489126
1584,OTU_4448052,17,33.05006889526174
2524,OTU_262104,15,34.100732950097694
2240,OTU_191811,18,27.18521971664388
4300,OTU_346804,18,27.37364725392175
1171,OTU_344703,17,37.46727920734686
7,OTU_272758,17,35.05782468553111
565,OTU_187962,19,26.301689171781042
1727,OTU_174320,17,32.8798217829642
1853,OTU_264846,15,28.798943485583678
1514,HOMA-IR,17,29.68986742703944
1148,fasting insulin,17,22.1129804945507
173,OTU_272889,17,33.79869662451656
2143,OTU_324013,19,28.542311846220503
220,OTU_197099,19,38.171143174605184
2067,Body weight,21,28.325952624946446
736,GTT-AUC,13,35.375118843311455
1207,OTU_191811,17,33.84000754749206
54,OTU_297143,17,36.668883340888
85,OTU_4468805,16,26.87944576713725
2447,OTU_193064,17,32.780888298895476
1008,OTU_134762,15,28.162044591115805
2075,OTU_445144,20,44.81886034072579
1502,OTU_460611,16,33.927385944621804
2534,OTU_272758,18,42.77442930535818
2368,OTU_179703,20,42.07665068295292
1295,fasting glucose from GTT,18,23.988386586753457
2179,OTU_230268,16,35.904655809446844
1838,OTU_262104,13,36.36679631002255
1953,OTU_1129461,15,29.95997466671616
723,OTU_179703,18,36.503650940413415
1226,fed glucose,18,30.56012206747501
108,OTU_166911,15,25.392099385000506
226,OTU_191067,20,38.591525712164454
767,OTU_206324,19,25.970773971470564
2046,OTU_309916,14,31.89647362011912
2383,OTU_324888,17,31.587800402212153
2536,OTU_179703,15,44.12152818788979
1078,OTU_187962,17,30.110400732177872
172,OTU_272092,22,50.79194976465041
1233,OTU_460611,16,34.83084886541385
2071,OTU_264155,16,47.375365701699394
690,OTU_264846,17,46.30243860568778
2026,OTU_182764,16,28.161262928677814
1440,OTU_166911,15,27.88303503616131
584,OTU_288680,18,25.206990716971386
1598,OTU_272889,17,43.1892013168851
1084,OTU_549756,18,39.19547731250527
856,OTU_193672,14,32.49246842768516
1149,OTU_264225,15,30.73742823653814
1309,OTU_1902400,12,27.38943751896539
715,OTU_188225,17,29.583615354923943
2041,OTU_185222,17,35.60995862761848
1185,OTU_631764,18,22.439083987234145
2127,OTU_331013,20,44.57862485904792
1203,OTU_191616,16,29.07748142492557
2540,OTU_166911,16,29.858642519144595
264,OTU_134762,17,47.79189971535181
1352,OTU_185177,15,26.059786993230194
1799,OTU_198194,18,28.667549885913754
1658,OTU_631764,14,38.559674893419235
1689,OTU_344703,16,38.76389408474453
1141,OTU_1129461,15,26.54486760920837
489,OTU_191067,21,42.531024803646496
455,OTU_268063,20,48.26924457263784
2394,OTU_1129461,13,33.59391814262521
993,OTU_331013,19,36.750837460650374
1004,OTU_185222,17,33.0006047104957
2369,OTU_198194,16,31.24246994267093
1095,OTU_4345268,14,25.590375135455613
580,OTU_288680,15,28.35713514899273
513,OTU_191067,15,35.229298681195026
254,OTU_180362,15,29.979178237147
700,GTT-AUC,14,20.982269364622297
1918,OTU_230268,20,44.4488109212799
930,OTU_187962,14,26.117052000959678
433,OTU_324888,14,34.89936040724507
1777,OTU_272758,15,31.931127856866905
2212,OTU_272758,22,29.052956672745022
2094,OTU_191811,18,26.43848128845775
792,fasting insulin,18,27.932958034397682
2421,OTU_320249,18,26.226055778201612
1297,OTU_288680,16,22.72500055557333
1521,OTU_331013,16,28.353161479902987
2098,OTU_539647,18,28.84782297427674
388,OTU_266946,19,34.480793266349885
602,fasting leptin,18,37.66427287135324
2375,OTU_182764,22,41.32798665304724
665,OTU_1902400,13,25.565115570703803
123,OTU_180362,13,28.493997983702176
1750,OTU_166911,12,22.795103034876956
2412,OTU_179703,15,32.06750354030439
4080,GTT-AUC,17,34.26671064597243
1199,OTU_264846,18,26.7634754134754
1518,OTU_320249,18,41.29726872746954
207,OTU_272092,16,29.289687641257512
175,OTU_261132,20,40.40083951637126
2243,fasting glucose from GTT,19,30.85887071435178
916,fed glucose,15,31.0272922938625
1112,OTU_129394,15,48.732783376828785
2497,OTU_261142,15,29.846616193126994
2135,OTU_261132,16,36.82922798761641
2110,OTU_196191,20,31.519948435350923
653,OTU_320249,15,24.207017982017994
578,OTU_191616,18,38.8868762675566
2150,OTU_261142,17,31.8540807000155
1296,OTU_268492,15,40.89384525290104
1042,OTU_191616,18,30.105175109548185
1308,OTU_324888,17,25.959694390576747
449,OTU_1995182,19,25.280290564941282
1276,fasting insulin,17,45.188734025544115
754,OTU_166911,17,45.808961338476784
612,Body weight,14,31.385816412304344
1515,OTU_193672,14,43.305024915534375
931,OTU_193672,16,46.06893888275469
293,OTU_4468805,14,28.624933224995935
2079,OTU_193672,15,31.496912750008054
1885,OTU_203713,18,28.5573566277951
1728,OTU_230268,16,35.373105765512214
2306,OTU_193064,16,28.687320887746587
1494,OTU_1995182,16,26.263502235489053
2072,OTU_134762,17,37.73376607725451
2224,OTU_320249,16,34.11384650246778
362,fasting glucose from GTT,14,24.920955787507513
1023,OTU_261590,19,42.14147598187851
1234,OTU_264734,17,31.87854996655193
2186,OTU_268492,12,22.945028980594007
2174,OTU_188225,22,37.96166662253955
1220,OTU_188225,17,34.80825205816969
1746,OTU_549756,17,30.602800959640685
2457,OTU_273737,20,29.56934256092791
2088,OTU_261132,17,38.644110434442304
1076,OTU_324013,17,34.98609605706661
1330,OTU_1902400,13,33.57163194095655
1696,OTU_264225,17,29.774428082998064
906,OTU_445144,20,30.723453163114666
961,OTU_264225,17,38.17573507577317
1495,OTU_187962,11,24.920187832911605
49,OTU_191616,15,37.143458711275755
1478,OTU_180362,16,39.89922453388576
1639,OTU_180362,17,39.861205255013346
430,OTU_1129461,14,31.081485317291474
1170,Body weight,18,27.008319423006576
28,OTU_176154,15,35.096244365818045
2304,OTU_272758,16,31.65086483004441
1513,OTU_197099,18,29.437234408440183
1886,fasting insulin,15,32.73213320047686
454,OTU_182764,12,33.37070737541324
2037,OTU_197099,20,27.487888508979847
2157,OTU_174320,17,32.625888555445144
1266,OTU_191811,16,29.85720818161959
1650,OTU_346804,18,30.50910243934138
1062,OTU_129394,16,39.405080368547864
1372,OTU_193672,14,26.770145845726358
1320,OTU_174320,17,32.41287260047183
2533,OTU_259993,19,31.203076466017635
554,OTU_4345268,19,25.932692042219934
396,OTU_331013,16,32.377955601745924
1427,OTU_261132,17,32.90870532187634
1816,OTU_266946,16,23.49555126189065
1064,OTU_264846,17,34.38734803784801
2477,OTU_191811,16,41.25964084934678
870,OTU_4468805,13,28.768029920304787
2221,OTU_331013,16,33.84994951685295
2222,OTU_174320,19,54.726835125758456
1906,OTU_198194,13,30.85489497029745
2223,OTU_272758,16,28.48085349407028
466,OTU_265011,18,34.09786457894045
1675,OTU_297143,20,46.04154007719606
1104,OTU_344703,14,41.10440602767065
541,OTU_261142,15,48.42082585225614
450,OTU_324888,18,26.364019246882357
2208,OTU_180362,13,29.93400257723013
668,OTU_259506,16,31.00836640828727
363,OTU_261132,20,32.380671537399415
2291,OTU_196191,17,32.40743665201701
1674,OTU_4448052,15,32.67678030101943
2456,120min glucose,18,32.99316806440543
2096,OTU_191616,16,28.093923195818224
306,OTU_198194,13,28.465163076106663
1647,OTU_194151,19,32.383138948587636
1026,GTT-AUC,21,32.38742186909021
331,OTU_324888,18,36.46123941428024
3040,OTU_185177,19,33.049729737926356
371,OTU_261142,16,30.915793700623425
1392,OTU_269037,15,33.66556871532653
1493,OTU_191067,14,30.126938123795714
793,OTU_309916,15,27.03680732453112
1317,OTU_261142,16,33.00958037060981
1697,OTU_129394,17,37.00277017873772
810,OTU_191067,20,39.73932489322351
2011,OTU_185222,17,28.859488589326055
395,HOMA-IR,16,23.981377343772962
277,OTU_320249,14,24.62722474935098
2450,OTU_179703,21,30.09862423194274
180,OTU_631764,14,30.256044499601852
618,OTU_180362,21,45.668637828721366
291,OTU_264734,16,35.32241561460856
2297,OTU_539647,17,26.747092355617774
2458,OTU_185177,17,32.28562320032908
1224,OTU_270200,14,30.719023787529967
1576,OTU_269037,17,32.750869904948885
1500,OTU_193064,17,36.187150312934584
1959,OTU_324888,16,31.747647147065305
409,OTU_262104,18,41.68461969412086
2361,OTU_4345268,15,29.39730885669573
1331,OTU_198209,18,43.06533095344009
1462,OTU_185222,16,31.212670248605427
2436,OTU_1995182,15,36.436619382885596
962,OTU_191274,14,35.16385924727225
338,OTU_324888,12,21.900582511743504
1822,OTU_182712,19,31.250186466477683
2409,OTU_4345268,15,47.211822955522194
604,OTU_261590,17,37.26710613384837
105,OTU_185177,13,27.36281123513308
1972,OTU_198209,21,34.045281164838606
286,OTU_229452,20,40.42834180096282
1406,fasting leptin,17,35.30618825618827
1471,OTU_265011,16,28.750923489994697
2062,OTU_206324,18,31.218816897266436
2017,OTU_197099,19,24.598041227055905
381,OTU_549756,23,38.49250195137347
322,OTU_539647,19,29.94096561988379
438,OTU_272092,13,36.397095139123024
506,GTT-AUC,18,39.3853334041261
1316,OTU_288680,18,37.509778887524945
1565,OTU_259993,16,34.58784131214303
432,OTU_272092,16,28.476356106950753
3680,OTU_264225,17,31.01281490672225
837,OTU_346804,17,30.17974826856237
1876,fasting glucose from GTT,12,37.394350029915024
2073,OTU_196191,21,45.537741893282856
1108,OTU_230268,16,32.094232544487966
2489,OTU_191616,15,27.31335445444511
316,OTU_631764,14,28.00943792283306
1138,OTU_198194,16,34.979745901487256
1054,OTU_262104,12,31.886876032464254
882,OTU_273737,17,35.79353752996277
2207,OTU_185177,15,21.15056620752829
2231,OTU_191616,19,39.234365128954686
1530,OTU_191067,19,35.37584673420527
1805,OTU_631764,16,33.61460893441921
1575,fasting glucose from HOMA serum,17,56.478550856608216
732,OTU_266946,20,38.884615359962034
1888,OTU_549756,17,27.47023244356836
2246,OTU_129394,14,33.09114071025669
126,OTU_174320,15,44.39475915790024
2532,OTU_197099,12,25.79981754364888
857,OTU_188225,12,27.415510472929192
1939,OTU_539647,16,26.753005213059133
1859,OTU_198209,18,37.00723630352791
1131,OTU_185222,15,32.49130432019503
12,OTU_259993,17,37.20414972282619
620,OTU_272092,19,37.06769622161859
1046,OTU_187233,16,26.944979694368246
1190,fed glucose,15,34.262313328476104
1854,OTU_261132,13,37.59571133481316
2455,OTU_4345268,15,28.659458798855077
218,OTU_261590,14,32.453293106961844
114,OTU_268492,20,37.826999822316175
327,OTU_229452,16,41.637693386142104
1002,OTU_261590,17,28.859963924328913
1778,OTU_272889,17,30.50264401730685
1887,OTU_320249,14,27.49155201094056
794,OTU_261590,22,37.97177818834675
1201,OTU_198209,14,29.333439324319663
1467,OTU_4345268,18,43.40539129735531
389,OTU_1902400,12,33.106857744938225
1208,OTU_187962,12,41.2026695485125
1921,OTU_272889,21,31.59457510695733
1554,fasting glucose from HOMA serum,18,33.286655543230786
2209,OTU_264846,15,40.311430018028304
315,OTU_198194,18,34.31078146397809
571,OTU_270200,15,31.696765109961724
2278,OTU_309916,21,32.448090205960746
2137,OTU_185177,16,42.986749892264676
536,OTU_445144,20,42.69201378493686
2165,OTU_273737,16,30.63727090736184
619,OTU_206324,14,27.063360286346207
2470,Body weight,17,32.540947259119314
1223,OTU_324888,20,29.583257657994253
1179,OTU_193064,15,30.687412022837062
2503,fasting insulin,15,26.60364928844805
456,OTU_273737,17,39.067908039261916
2332,OTU_198194,13,25.326872763845458
799,OTU_346804,16,30.775101023137452
841,OTU_261142,15,27.174577294376867
1071,OTU_460611,20,29.207657753323403
269,OTU_191274,15,27.91768013058866
1836,OTU_349246,15,33.22915776585183
490,OTU_344703,13,26.543096212515035
1506,OTU_349246,13,34.85126329638716
582,Body weight,21,51.0710250920391
1187,OTU_539647,20,56.814273106291374
1737,OTU_179703,17,31.584763771186914
1808,OTU_273737,18,45.95895903034321
95,OTU_268063,17,31.26826977546019
2012,OTU_203713,15,33.25417524786321
2343,OTU_273737,18,29.685700520700212
168,OTU_185177,17,32.97006760420748
1333,OTU_1995182,15,42.387964719767524
111,OTU_4468805,20,39.25909785232543
770,OTU_549756,14,26.518958230303934
822,OTU_206324,19,35.24103462843872
1307,OTU_206324,19,37.516978241057224
966,fasting glucose from HOMA serum,13,37.888640852424764
873,OTU_4468805,19,26.463156598590032
1968,OTU_549756,17,30.0129890502178
2365,OTU_1995182,19,46.62199248549868
2509,OTU_270200,14,29.3934413191914
3380,OTU_324888,18,30.685046692155513
196,OTU_191616,15,40.29144853086672
813,OTU_264734,20,44.13895893281287
878,OTU_262104,15,30.2071154886702
1619,OTU_261016,15,35.96241149273972
1729,OTU_194151,18,38.88415125802397
2472,Body weight,17,26.377354267170563
1663,OTU_631764,17,32.374801078446346
1884,OTU_185222,17,32.72456999055299
1664,OTU_261132,17,52.21620307796788
1878,OTU_197099,15,31.360077869327117
1299,OTU_197099,16,36.061554781647736
1662,fasting leptin,20,38.27388544229285
1907,OTU_193064,19,30.66641624199674
3600,OTU_180362,17,33.612364046790645
3261,OTU_346804,16,26.85539616154772
82,OTU_261132,20,34.8777304877071
885,OTU_198194,16,46.9709135154243
1656,OTU_269037,16,39.5204378304301
1529,OTU_261132,14,25.578338182285542
1256,OTU_273737,18,36.56213349496584
1132,OTU_194151,20,28.612097920749818
2274,OTU_264225,15,37.707088051305014
2276,OTU_264734,18,30.800155297918465
1125,OTU_185222,17,39.099400393208434
153,OTU_174320,19,32.46117231581629
825,OTU_230268,18,31.182582794742245
1566,OTU_445144,16,47.41226802807576
1117,OTU_262104,17,23.77680493372309
1936,OTU_191616,18,29.727853226924445
2494,OTU_1129461,15,30.650864992784165
1017,OTU_346804,17,31.9191531220085
752,OTU_324888,21,31.37809468055465
1322,OTU_4345268,15,26.147189556043042
2010,OTU_268063,16,30.808756908545792
511,OTU_344703,18,35.870920102555694
334,OTU_273737,15,28.705060150996022
505,OTU_331013,17,37.8637797127194
2378,OTU_273737,18,42.25527443670532
1060,OTU_206324,13,31.922396852224207
3260,OTU_129394,18,35.15912264292295
972,OTU_272758,13,25.80275334146357
2340,120min glucose,18,31.569035097021644
200,OTU_261590,19,35.518698121100854
1010,OTU_264734,15,31.605309622288708
2342,OTU_179703,15,37.07620279044432
1373,OTU_268063,16,35.76976966961489
2035,OTU_1995182,18,34.30403571135272
2070,OTU_261132,12,31.22133478836264
2091,OTU_197099,18,52.82915628314857
586,OTU_166911,15,47.300756106638545
1151,OTU_185177,16,35.378117943140104
285,OTU_261590,16,37.41101769098296
872,OTU_170950,17,33.255751741229304
886,OTU_445144,17,40.02238763558427
2027,OTU_206324,18,38.254454286982224
1251,OTU_261016,19,31.693625883509167
2322,OTU_198194,15,32.66771673029414
364,OTU_261142,15,41.15823420114981
1882,OTU_270200,16,31.631975127555606
935,OTU_261016,12,37.57910513485561
1503,OTU_460611,18,29.063266123132195
2058,OTU_197099,16,43.290418117314466
497,OTU_631764,15,31.44901270451479
1780,OTU_194151,15,30.872843979654455
843,OTU_188225,20,36.6251856585773
2366,OTU_187962,19,29.55763119466631
709,OTU_230268,18,33.80805403800296
299,OTU_188225,15,29.25725552798393
1912,OTU_324013,18,46.767579141171346
2173,OTU_309916,16,32.46419305382159
2502,OTU_265011,19,43.395547199674475
1210,OTU_268063,16,32.40776565054389
281,OTU_188225,19,32.90098759613446
819,OTU_309916,14,26.999623987123996
774,OTU_230268,15,34.54931369030306
1306,OTU_185177,20,45.77182520710837
1999,OTU_193672,15,27.818775154057395
1130,OTU_187962,17,32.077370696935915
1398,OTU_193672,18,28.99676650001561
1460,OTU_264846,17,29.620476512514482
44,OTU_349246,20,31.312879174115544
2333,OTU_631764,16,38.036216549438116
427,OTU_549756,18,37.75559148658088
673,OTU_191067,13,26.460878275528632
1399,OTU_261590,19,40.71041834402211
970,OTU_320249,12,33.17817078612544
1448,OTU_272092,18,29.591406251414902
2430,OTU_268063,18,34.392459055187054
1695,OTU_196191,15,36.762780597351906
67,OTU_460611,16,36.9356094997568
410,OTU_185177,12,30.34306434449622
43,OTU_264225,20,34.46077360406006
597,OTU_261016,16,29.636693861693892
2286,OTU_194151,18,54.967375881460995
217,OTU_179703,21,43.95961952077285
29,OTU_4468805,16,34.55015715524249
592,OTU_166911,22,64.90949125824461
2397,OTU_203713,15,45.80908225761172
2113,OTU_331013,13,33.45697327249861
850,OTU_261132,17,33.76990085078324
2495,OTU_191616,18,36.230586077149574
2225,OTU_324888,16,31.689166133667403
814,OTU_196191,16,29.049126484247974
434,OTU_273737,21,42.639254282969375
198,OTU_349246,17,36.34517947560748
154,OTU_265011,16,38.36873373444581
560,OTU_261590,14,33.29419962991946
33,OTU_4448052,19,36.858908957959976
1347,OTU_297143,16,27.57547310274865
3381,OTU_320249,17,35.053760346282935
1848,OTU_270200,18,34.95094401212823
2549,OTU_264225,15,22.525223123193264
1353,OTU_206324,18,42.644440566874046
2880,fasting insulin,18,38.11948171797245
459,OTU_288680,21,38.51222385158853
642,OTU_272758,19,44.83709437277557
1162,OTU_539647,18,35.13468728476847
817,OTU_230268,18,33.27544734960978
208,OTU_320249,20,47.44753892191982
189,OTU_261590,19,29.601385190130312
716,OTU_262104,19,29.6343897622845
411,OTU_229452,16,36.695512317623205
378,OTU_631764,19,36.83176576332691
408,OTU_174320,17,37.05294382637241
2151,OTU_344703,17,25.931644636143297
2760,OTU_272758,21,48.107256306644956
349,OTU_193064,17,40.38006672066999
4540,OTU_264155,20,58.49822067423486
2305,OTU_1902400,18,39.70236878568871
1665,OTU_268063,17,40.879414343830945
587,OTU_191811,16,38.00067505536592
2107,OTU_1902400,15,27.847410358059506
448,OTU_134762,16,31.33539311565628
50,OTU_272889,16,31.23616332049669
1676,OTU_193672,17,40.045828256710635
1083,OTU_259993,14,28.96375117314746
1498,OTU_344703,18,44.41393421489299
1172,OTU_174320,18,31.15807265048513
1436,OTU_4345268,18,30.24334181007348
3202,OTU_191616,17,24.91562022349548
1332,OTU_349246,15,31.680344900119515
1631,OTU_344703,17,37.55412708335116
2451,OTU_206324,14,33.60827327394264
1609,OTU_198209,16,24.136572544504304
1635,OTU_331013,15,26.20923171349373
3321,OTU_265011,13,27.648843232879486
776,OTU_179703,15,36.03839279253976
2074,OTU_4468805,16,32.189846939652426
62,OTU_179703,17,29.464618309818476
1967,OTU_4345268,17,51.36803851124297
862,OTU_230268,14,24.68221030337758
2344,OTU_198194,18,32.65265503616897
134,OTU_320249,21,40.86421920872395
4341,OTU_331013,19,32.797294113956525
1382,OTU_460611,16,36.56379503133977
97,OTU_4448052,16,29.877266485155538
1736,OTU_631764,15,35.65698678729148
909,OTU_180362,19,34.138407560208904
4302,OTU_179703,19,36.35015158007219
1832,OTU_191274,22,68.30575061016091
2551,OTU_539647,11,24.58930078993933
1610,OTU_268063,16,28.964619988565012
3901,OTU_4345268,17,30.59970933610896
3462,OTU_198194,14,28.819490261200798
812,OTU_170950,22,47.540974518257904
572,120min glucose,19,28.336400490347884
1892,OTU_324888,16,34.66907152230294
1383,OTU_188225,16,23.383530762323325
2330,OTU_176154,13,26.8635280869801
2199,OTU_261132,21,57.527839287475665
1924,OTU_191616,21,40.27626966445185
705,120min glucose,15,36.10286348463649
1055,OTU_262104,18,32.099832478078575
1914,OTU_1129461,15,44.399066772195646
2250,OTU_4468805,19,40.25228497236008
1704,OTU_631764,20,27.063850740476155
1648,OTU_261590,17,30.882562923047875
1747,OTU_270200,17,34.57749231072594
4680,OTU_198194,13,33.24469395249313
2063,OTU_262104,16,30.37528005470697
1211,OTU_206324,18,34.5672743922744
631,OTU_198209,16,27.391291953973372
1753,OTU_197099,20,38.666908342364366
1464,HOMA-IR,19,29.578682586128114
2903,OTU_262104,15,27.277085767578257
284,OTU_320249,18,45.9943154014515
2003,OTU_170950,17,30.743233871628764
1110,OTU_297143,22,59.15247456111756
942,OTU_194151,19,48.08259073209443
4602,OTU_273737,17,32.391402290811556
4086,OTU_460611,15,24.201161848838808
1823,OTU_272889,18,26.794797230633147
1833,OTU_1902400,19,41.018545123034315
1735,OTU_631764,16,37.40149205482681
874,OTU_1995182,15,27.046640157228413
2403,OTU_229452,20,41.897133356839326
380,OTU_261132,21,33.482539787188145
2328,OTU_179703,19,28.820026852737023
1421,OTU_261142,19,39.635871865206276
4260,OTU_191616,16,30.5605986677581
1048,OTU_445144,13,28.323613924774918
4760,OTU_197099,14,28.013084719306956
1124,OTU_259993,19,34.131562735510144
1947,OTU_229452,16,28.910068473875203
2351,OTU_187962,19,38.54533818645173
832,OTU_272758,19,33.40118846755208
1465,OTU_268063,17,28.178277799360703
348,OTU_197099,15,34.32253093309433
2128,fasting insulin,14,32.0154736664294
1819,OTU_261016,16,30.510868532104183
1942,OTU_631764,15,29.420273960906947
3721,OTU_203713,16,27.743671040476304
1292,OTU_259993,15,31.252890963114755
827,OTU_261590,18,38.42508472442117
1891,OTU_264734,16,34.46828021203309
4322,fasting glucose from HOMA serum,17,35.573562079256085
3900,OTU_309916,13,33.52527923716005
347,OTU_259993,15,31.60469506819905
3405,OTU_268063,14,36.05713708332249
2662,OTU_261590,16,29.702706189878104
943,OTU_188225,19,27.489030045935934
1932,OTU_187962,20,42.72692891044288
4087,OTU_191274,17,33.96425362569983
4401,OTU_194151,20,31.887692733860117
3024,OTU_191811,15,26.682347429831943
227,OTU_182764,14,30.808062688945036
1163,HOMA-IR,18,34.31356374868555
2001,OTU_270200,16,28.116293583437546
701,OTU_187233,15,26.679003526899077
1752,OTU_297143,15,31.015689200872153
143,OTU_262104,16,36.420712375859516
1620,OTU_331013,19,43.424550511856374
2740,OTU_188225,16,29.553734099653777
1632,OTU_331013,18,31.390531641905696
1649,OTU_288680,17,25.471077703499272
880,OTU_346804,16,39.80568004563901
1069,OTU_460611,20,37.39071552659056
464,OTU_272758,16,27.90857133234843
884,fasting leptin,20,38.5046512094568
361,OTU_191067,16,34.88416201531532
209,OTU_266946,16,33.740392011543484
1946,OTU_1902400,17,34.71151973914122
1567,OTU_272758,18,27.658767045574454
2367,OTU_261590,11,26.086232977710633
1452,OTU_176154,15,36.506468341599934
727,OTU_309916,19,28.655731111666658
588,OTU_193064,15,31.618450009742617
4641,OTU_344703,16,32.51760074258833
2086,GTT-AUC,18,22.551790093229375
2802,OTU_264155,15,36.292682338444756
1890,OTU_297143,17,48.17203299385199
3242,OTU_288680,15,41.586679350734116
1920,OTU_166911,16,37.7973055535497
4063,OTU_261142,23,30.561228113144633
1209,OTU_166911,16,35.286428114369315
758,OTU_129394,17,23.723628616451688
487,OTU_203713,17,49.59172470804059
228,OTU_265011,15,27.856196632781973
3145,OTU_349246,14,35.879080769467535
1549,OTU_203713,17,29.456031605333006
3824,OTU_182764,17,24.997100892145642
4163,OTU_344703,20,35.31581096663915
1468,OTU_198194,17,31.405160338956414
4406,OTU_194151,14,34.33553942032201
2404,OTU_134762,19,30.860686207721503
1047,fasting insulin,15,32.364035600049554
2069,OTU_346804,18,43.579544305976256
4505,OTU_229452,17,35.338367599070615
2318,OTU_174320,16,37.93283805700169
1531,OTU_188225,17,32.40002045855764
3486,OTU_229452,17,43.56346993761694
4521,HOMA-IR,18,34.81934561490019
4703,OTU_266946,17,35.54980023790095
2348,OTU_261142,22,28.877906203940448
4307,OTU_191067,14,28.799390251131737
241,OTU_187233,18,35.09758852855396
1722,OTU_191616,17,36.066314378627624
2144,OTU_272758,16,28.497189758238346
